,id,imdb_id,production_company
1,20754.0,tt0477078,W B I Films
2,52059.0,tt0477078,Rocket Science Inc.
3,52060.0,tt0477078,Duly Noted
0,497.0,tt0462244,Revolution Studios
1,559.0,tt0462244,TriStar Pictures
0,79.0,tt0427392,Village Roadshow Pictures
1,829.0,tt0427392,Vertigo Entertainment
2,1885.0,tt0427392,Silver Pictures
3,6194.0,tt0427392,Warner Bros.
0,748.0,tt0499556,Mosaic Media Group
1,972.0,tt0499556,Current Entertainment
2,1632.0,tt0499556,Lionsgate
3,12138.0,tt0499556,Fierce Entertainment
4,12200.0,tt0499556,Province of British Columbia Production Services Tax Credit
5,23956.0,tt0499556,Rogue Films
0,308.0,tt0489237,The Weinstein Company
1,1811.0,tt0489237,FilmColony
0,2987.0,tt0473700,September Dawn
1,2988.0,tt0473700,Voice Pictures
2,73675.0,tt0473700,Black Diamond Pictures
0,7405.0,tt0373883,Dimension Films
1,10370.0,tt0373883,Spectacle Entertainment Group
2,21438.0,tt0373883,Nightfall Productions
0,306.0,tt0804461,Twentieth Century Fox Film Corporation
1,444.0,tt0804461,Dune Entertainment
2,2234.0,tt0804461,Baldwin Entertainment Group
3,13816.0,tt0804461,Hyde Park Entertainment
4,13817.0,tt0804461,Brass Hat Films
0,702.0,tt0841044,3L Filmproduktion GmbH
1,764.0,tt0841044,Polaris Film Productions & Finance
2,765.0,tt0841044,Tempête Sous Un Crâne Productions
3,1268.0,tt0841044,Focus Films
0,8530.0,tt0430676,Televisió de Catalunya (TV3)
1,9207.0,tt0430676,RaiTrade
2,21525.0,tt0430676,Institut del Cinema Català (ICC)
3,26261.0,tt0430676,Film Commission Torino-Piemonte
4,82322.0,tt0430676,Opera Film (II)
5,86507.0,tt0430676,Genesis Motion Pictures
0,8622.0,tt0039220,Charter Film Productions
1,15913.0,tt0039220,Associated British Picture Corporation (ABPC)
0,2115.0,tt0074740,Uranos Cinematografica
0,7508.0,tt0061636,Produzioni Europee Associati (PEA)
1,10560.0,tt0061636,Arturo González Producciones Cinematográficas
0,12.0,tt0923752,New Line Cinema
1,52005.0,tt0923752,Picturehouse
0,1076.0,tt0804540,Apipoulaï
0,60.0,tt0036497,United Artists
1,3166.0,tt0036497,Walt Disney Productions
0,497.0,tt0784972,Revolution Studios
1,559.0,tt0784972,TriStar Pictures
2,3215.0,tt0784972,Carsey-Werner Company
0,748.0,tt0445935,Mosaic Media Group
1,1619.0,tt0445935,El Norte Productions
2,1620.0,tt0445935,Nuyorican Productions
3,1621.0,tt0445935,Mobius Entertainment Ltd.
0,769.0,tt0810988,Destination Films
1,2721.0,tt0810988,Jinks/Cohen Company
0,1314.0,tt0059106,Hammer Film Productions
0,356.0,tt0792965,TF1 Films Productions
1,3012.0,tt0792965,Pathé Distribution
0,769.0,tt0484111,Destination Films
1,4384.0,tt0484111,Tempesta Films
2,4385.0,tt0484111,Good Night Productions
0,1131.0,tt0069697,Rizzoli Films
1,4960.0,tt0069697,Filmayer
2,9290.0,tt0069697,Capital Films
0,7405.0,tt1077258,Dimension Films
0,84.0,tt0381849,Tree Line Films
1,1632.0,tt0381849,Lionsgate
2,7295.0,tt0381849,Relativity Media
3,10880.0,tt0381849,Yuma
0,12.0,tt0465602,New Line Cinema
1,12087.0,tt0465602,Angry Films
0,14576.0,tt0811106,Ascot Elite Home Entertainment
0,3078.0,tt0116441,HBO Pictures
0,1679.0,tt0040737,Lux Film
0,7035.0,tt0401420,Lions Gate Entertainments
0,33.0,tt0783233,Universal Pictures
1,5870.0,tt0783233,Studio Canal
2,7295.0,tt0783233,Relativity Media
3,10163.0,tt0783233,Working Title Films
0,11517.0,tt1093842,Buffalo Gal Pictures
1,92794.0,tt1093842,Documentary Channel
2,94375.0,tt1093842,Everyday Pictures
0,201.0,tt0454931,Arte
1,7025.0,tt0454931,Westdeutscher Rundfunk (WDR)
2,7333.0,tt0454931,Bayerischer Rundfunk (BR)
3,16110.0,tt0454931,Südwestrundfunk (SWR)
4,17834.0,tt0454931,23/5 Filmproduktion GmbH
0,859.0,tt1032846,Saga Film
1,5545.0,tt1032846,Mobra Films
2,35020.0,tt1032846,Mindshare Media
3,69462.0,tt1032846,Centrul National al Cinematografiei (CNC)
4,73925.0,tt1032846,McCann-Erickson
5,73926.0,tt1032846,Televiziunea Romana (TVR1)
6,73927.0,tt1032846,"Hubert Bals Fund of the Rotterdam Festival, The"
0,8411.0,tt0061648,Metro-Goldwyn-Mayer (MGM)
1,11707.0,tt0061648,Vic Films Productions
0,79.0,tt0476964,Village Roadshow Pictures
1,1885.0,tt0476964,Silver Pictures
2,6194.0,tt0476964,Warner Bros.
0,491.0,tt0478134,Summit Entertainment
1,2087.0,tt0478134,Blackfriars Bridge Films
2,2088.0,tt0478134,NALA Films
3,2089.0,tt0478134,Samuels Media
4,11509.0,tt0478134,Warner Independent Pictures (WIP)
0,2319.0,tt0405508,Flicks Motion Pictures
1,2320.0,tt0405508,UTV Motion Pictures
0,258.0,tt0466839,Scott Rudin Productions
1,3587.0,tt0466839,I Could Never Ltd.
2,34999.0,tt0466839,Bauer Martinez Studios
0,4.0,tt0023940,Paramount Pictures
0,79.0,tt0465436,Village Roadshow Pictures
1,1380.0,tt0465436,Australian Film Finance Corporation
0,3064.0,tt0469184,Shanghai Kid Films
0,763.0,tt0455782,Intermedia Films
0,288.0,tt0765443,BBC Films
1,805.0,tt0765443,Serendipity Point Films
2,806.0,tt0765443,Téléfilm Canada
3,2743.0,tt0765443,Astral Media
4,7419.0,tt0765443,Scion Films
5,10146.0,tt0765443,Focus Features
6,11550.0,tt0765443,Corus Entertainment
7,16880.0,tt0765443,Shine Pictures
8,20244.0,tt0765443,Kudos Film and Television
0,1030.0,tt0454792,Magnolia Pictures
1,8850.0,tt0454792,Extension 765
0,5358.0,tt0246405,Canal+
1,12745.0,tt0246405,British Screen Productions
0,136.0,tt0283503,City Light Films
0,5070.0,tt0079182,Shôchiku Eiga
1,10444.0,tt0079182,Imamura Productions
0,58.0,tt0831888,Sony Pictures Classics
1,2883.0,tt0831888,Aniplex
2,3033.0,tt0831888,Asmik Ace Entertainment
3,9149.0,tt0831888,Shogakukan
4,11671.0,tt0831888,Studio 4°C
0,9349.0,tt0925248,Film4
1,11594.0,tt0925248,Passion Pictures
2,21673.0,tt0925248,Discovery Films
0,3751.0,tt0483812,red bone
0,2054.0,tt0452643,Ruby Films
1,2055.0,tt0452643,Skyline Films
2,6896.0,tt0452643,EuropaCorp
0,3026.0,tt0770806,April Productions
1,3027.0,tt0770806,Chaintron
2,3028.0,tt0770806,RMA Productions
0,2412.0,tt0480269,Column Productions
1,2413.0,tt0480269,Ironworks Productions
2,2414.0,tt0480269,Kiss the Cactus
0,8056.0,tt0473188,Eclectic pictures
1,10254.0,tt0473188,Millennium Films
0,3060.0,tt0498120,Soudaine Compagnie
0,306.0,tt0048182,Twentieth Century Fox Film Corporation
0,248.0,tt0432021,Impact Pictures
1,342.0,tt0432021,Davis-Films
2,5755.0,tt0432021,Constantin Film Produktion
3,58249.0,tt0432021,Resident Evil Productions
0,1565.0,tt0419984,Avery Pix
1,7741.0,tt0419984,Landscape Entertainment
0,1632.0,tt0452625,Lionsgate
1,4194.0,tt0452625,Karz Entertainment
2,12200.0,tt0452625,Province of British Columbia Production Services Tax Credit
3,95343.0,tt0452625,Milestone Entertainment
4,95344.0,tt0452625,Alberta Film Development Program of the Alberta Government
5,95345.0,tt0452625,Chuck Productions
0,838.0,tt0758758,Paramount Vantage
1,1246.0,tt0758758,River Road Entertainment
2,8769.0,tt0758758,Art Linson Productions
3,41051.0,tt0758758,Into the Wild
0,2.0,tt0492956,Walt Disney Pictures
1,22881.0,tt0492956,Mayhem Pictures
2,80510.0,tt0492956,Monkey Dance Productions
0,1246.0,tt0808357,River Road Entertainment
1,10146.0,tt0808357,Focus Features
2,13480.0,tt0808357,Haishang Films
0,126.0,tt0800027,Lakeshore Entertainment
1,906.0,tt0800027,Revelations Entertainment
2,2150.0,tt0800027,Greenestreet Films
0,1199.0,tt0486640,Running With Scissors
1,4575.0,tt0486640,Vivendi Entertainment
0,306.0,tt0484562,Twentieth Century Fox Film Corporation
1,2527.0,tt0484562,Marc Platt Productions
2,10221.0,tt0484562,Walden Media
0,1156.0,tt0408839,Conundrum Entertainment
1,1302.0,tt0408839,Davis Entertainment
2,7293.0,tt0408839,DreamWorks Pictures
3,14718.0,tt0408839,Radar Pictures
0,9195.0,tt0480242,Touchstone Pictures
1,10146.0,tt0480242,Focus Features
2,10991.0,tt0480242,Jon Shestack Productions
0,43.0,tt0838221,Fox Searchlight Pictures
1,258.0,tt0838221,Scott Rudin Productions
0,5.0,tt0498399,Columbia Pictures
1,376.0,tt0498399,Industry Entertainment
2,846.0,tt0498399,2929 Productions
0,33.0,tt0414055,Universal Pictures
1,694.0,tt0414055,StudioCanal
2,10163.0,tt0414055,Working Title Films
0,97.0,tt0465538,Castle Rock Entertainment
1,932.0,tt0465538,Mirage Enterprises
2,14315.0,tt0465538,Section Eight Productions
0,58.0,tt0857265,Sony Pictures Classics
1,97.0,tt0857265,Castle Rock Entertainment
2,679.0,tt0857265,Timnick Films
3,771.0,tt0857265,Mandate Pictures
4,1668.0,tt0857265,Riff Raff Film Productions
0,737.0,tt0805564,Sidney Kimmel Entertainment
1,8411.0,tt0805564,Metro-Goldwyn-Mayer (MGM)
2,19731.0,tt0805564,Lars Productions
0,5.0,tt0389722,Columbia Pictures
1,552.0,tt0389722,Dark Horse Entertainment
2,768.0,tt0389722,Ghost House Pictures
3,24339.0,tt0389722,HorrorFlix
0,10039.0,tt0804522,Anonymous Content
1,10040.0,tt0804522,Level 1 Entertainment
2,20666.0,tt0804522,MID Foundation
0,27.0,tt0469623,DreamWorks SKG
1,1522.0,tt0469623,Neal Street Productions
2,7293.0,tt0469623,DreamWorks Pictures
3,12200.0,tt0469623,Province of British Columbia Production Services Tax Credit
0,2542.0,tt0831884,Nick Wechsler/Miracle Pictures
1,2543.0,tt0831884,Volume One Entertainment
0,14.0,tt0452623,Miramax Films
1,7965.0,tt0452623,The Ladd Company
0,2890.0,tt0790804,Fox Atomic
0,60473.0,tt0425395,Gordonstreet Pictures
1,65383.0,tt0425395,Equity Pictures Medienfonds GmbH & Co. KG
2,65719.0,tt0425395,Garlin Pictures
0,892.0,tt0466664,Qwerty Films
1,2650.0,tt0466664,Ealing Studios
2,2651.0,tt0466664,Fragile Films
3,6194.0,tt0466664,Warner Bros.
0,289.0,tt0480011,Ingenious Film Partners
1,2310.0,tt0480011,Screen West Midlands
2,2452.0,tt0480011,UK Film Council
3,5654.0,tt0480011,DJ Films
4,9349.0,tt0480011,Film4
5,35249.0,tt0480011,Verve Pictures
6,39509.0,tt0480011,Free Range Films
0,2652.0,tt0498097,Pyramide Films
1,27104.0,tt0498097,Imaj
2,40988.0,tt0498097,Co Production
0,81.0,tt0443680,Plan B Entertainment
1,449.0,tt0443680,Virtual Studios
2,1645.0,tt0443680,Scott Free Productions
3,3997.0,tt0443680,Alberta Film Entertainment
4,6194.0,tt0443680,Warner Bros.
5,11252.0,tt0443680,Jesse Films Inc.
0,6116.0,tt0054745,Argos Films
0,6194.0,tt0042281,Warner Bros.
0,516.0,tt0059496,Seven Arts Productions
1,1314.0,tt0059496,Hammer Film Productions
2,1441.0,tt0059496,Associated British Picture Corporation
0,446.0,tt0360323,Thinkfilm
0,6475.0,tt0758732,Metro Communications
0,8146.0,tt0446298,Splendid Film
0,789.0,tt0762110,Pallas Film
1,790.0,tt0762110,Samsa Film
2,791.0,tt0762110,IPSO Facto Films
3,792.0,tt0762110,Radio Télévision Belge Francophone
0,58.0,tt0808417,Sony Pictures Classics
1,311.0,tt0808417,Procirep
2,312.0,tt0808417,Soficinéma
3,591.0,tt0808417,France 3 Cinéma
4,744.0,tt0808417,Diaphana Films
5,854.0,tt0808417,Sofica Europacorp
6,860.0,tt0808417,Celluloid Dreams
7,862.0,tt0808417,The Kennedy/Marshall Company
8,11246.0,tt0808417,Région Ile-de-France
9,18367.0,tt0808417,Centre National de la Cinématographie (CNC)
10,23677.0,tt0808417,Fondation GAN pour le Cinéma
11,62546.0,tt0808417,2.4.7. Films
12,84592.0,tt0808417,French Connection Animations
13,84593.0,tt0808417,Société des Producteurs de l'Angoa
0,1915.0,tt0421082,Becker International
1,1916.0,tt0421082,Claraflora
2,1917.0,tt0421082,EM Media
3,1918.0,tt0421082,NorthSee
4,7289.0,tt0421082,"Weinstein Company, The"
0,1092.0,tt0866437,Mockingbird Pictures
1,59964.0,tt0866437,John Calley Productions
0,10623.0,tt0092561,Pretty Mouse Films
0,3376.0,tt0454457,Cinepost Studios
0,805.0,tt0765451,Serendipity Point Films
1,807.0,tt0765451,The Harold Greenberg Fund
2,4045.0,tt0765451,Cinegram
3,19892.0,tt0765451,Strada Films
0,289.0,tt0758771,Ingenious Film Partners
1,10393.0,tt0758771,Vertigo Films
0,7045.0,tt0053666,Panitalia
1,32524.0,tt0053666,Paris Film
0,1360.0,tt0454864,Glass Eye Pix
1,14938.0,tt0454864,Zik Zak Kvikmyndir
2,20993.0,tt0454864,Antidote Films
3,52138.0,tt0454864,Coproducción USA-Islandia
0,164.0,tt0494834,Rhombus Media
0,33.0,tt0067402,Universal Pictures
0,33.0,tt0036692,Universal Pictures
0,56290.0,tt0961117,Persistence of Vision Productions
0,294.0,tt0779982,New Zealand Film Commission
1,1466.0,tt0779982,Live Stock Films
0,315.0,tt0880502,Filmstiftung Nordrhein-Westfalen
1,867.0,tt0880502,Anka Film
2,1760.0,tt0880502,Dorje Film
3,2406.0,tt0880502,Filmförderung Hamburg
4,4247.0,tt0880502,Filmförderungsanstalt (FFA)
5,7201.0,tt0880502,Norddeutscher Rundfunk (NDR)
6,75411.0,tt0880502,BKM
7,75412.0,tt0880502,Kulturelle Filmförderung Schleswig-Holstein
8,75413.0,tt0880502,nordmedia Fonds GmbH
0,35.0,tt0906108,Lions Gate Films
0,35.0,tt0890870,Lions Gate Films
1,2061.0,tt0890870,Twisted Pictures
0,41738.0,tt0780534,3L Productions
0,95102.0,tt0912583,VisionQuest Productions
0,4650.0,tt0210302,Marubeni
0,46010.0,tt0023236,Ralph M. Like Productions
0,2392.0,tt0079871,Berwick Street Productions
1,3147.0,tt0079871,Boyd's Company
2,3148.0,tt0079871,Kendon Films Ltd.
0,5798.0,tt0081494,Shaw Brothers
0,12.0,tt0446752,New Line Cinema
0,6194.0,tt0034162,Warner Bros.
0,9372.0,tt0094238,Metronome Productions
0,3808.0,tt0821470,Weyunaegang Productions
1,7036.0,tt0821470,CJ Entertainment
0,6639.0,tt0094641,Televisión Española (TVE)
1,38518.0,tt0094641,Paraíso
2,38519.0,tt0094641,Compañía de Aventuras Comerciales
0,868.0,tt0817225,Cinema Service
0,441.0,tt0041786,Columbia Pictures Corporation
0,308.0,tt0861739,The Weinstein Company
1,2427.0,tt0861739,Zazen Produções
2,2430.0,tt0861739,Estúdios Mega
3,2432.0,tt0861739,Quanta Centro de Produções Cinematográficas
4,10187.0,tt0861739,Costa Films
5,47043.0,tt0861739,Posto 9
6,47044.0,tt0861739,Feijão Filmes
7,47046.0,tt0861739,Universal Pictures do Brasil
0,4243.0,tt0857355,Gullane Filmes
1,13969.0,tt0857355,Globo Filmes
2,29891.0,tt0857355,Miravista Films
3,93178.0,tt0857355,Caos Produções Cinematográficas
0,925.0,tt0388182,Nu Image Films
1,1187.0,tt0388182,Michael London Productions
2,10254.0,tt0388182,Millennium Films
3,10405.0,tt0388182,Emmett/Furla Films
4,23104.0,tt0388182,King of California Productions
5,23105.0,tt0388182,Lone Star Film Group
0,12.0,tt0415965,New Line Cinema
0,3140.0,tt0780583,Pacific Entertainment Group
0,60.0,tt0079278,United Artists
1,87962.0,tt0079278,Triple Play Productions
0,23.0,tt0765429,Imagine Entertainment
1,33.0,tt0765429,Universal Pictures
2,1645.0,tt0765429,Scott Free Productions
3,7295.0,tt0765429,Relativity Media
4,8083.0,tt0765429,Film Rites
0,520.0,tt0389790,Pacific Data Images (PDI)
1,521.0,tt0389790,DreamWorks Animation
2,1903.0,tt0389790,Columbus 81 Productions
0,7173.0,tt0444778,Five Stars Production Company
1,9142.0,tt0444778,Five Star Production Co. Ltd.
2,79086.0,tt0444778,THA Film Factory
0,826.0,tt0292963,Capitol Films
1,2286.0,tt0292963,Linsefilm
2,2287.0,tt0292963,Unity Productions
3,2288.0,tt0292963,Michael Cerenzie Productions
4,11542.0,tt0292963,Funky Buddha Productions
0,591.0,tt0401383,France 3 Cinéma
1,862.0,tt0401383,The Kennedy/Marshall Company
2,866.0,tt0401383,Pathé Renn Productions
3,1997.0,tt0401383,Banques Populaire Image 7
4,5358.0,tt0401383,Canal+
5,6301.0,tt0401383,CinéCinéma
6,11433.0,tt0401383,C.R.R.A.V. Nord Pas de Calais
7,11434.0,tt0401383,Région Nord-Pas-de-Calais
0,14.0,tt0477348,Miramax Films
1,258.0,tt0477348,Scott Rudin Productions
2,838.0,tt0477348,Paramount Vantage
3,2092.0,tt0477348,Mike Zoss Productions
0,393.0,tt0219171,MACT Productions
1,995.0,tt0219171,Cinerenta Medienbeteiligungs KG
2,2268.0,tt0219171,Isle of Man Film
0,12.0,tt0799934,New Line Cinema
1,1784.0,tt0799934,Partizan
2,10146.0,tt0799934,Focus Features
0,6.0,tt0039402,RKO Radio Pictures
1,1281.0,tt0039402,Argosy Pictures
2,16136.0,tt0039402,Productora Mex. Desconcida
0,6194.0,tt0426931,Warner Bros.
1,7036.0,tt0426931,CJ Entertainment
2,30131.0,tt0426931,Southpaw Entertainment
0,54446.0,tt0072195,North American Star System
0,4114.0,tt0026267,Lone Star Production
1,4395.0,tt0026267,Monogram Pictures
0,4.0,tt0047985,Paramount Pictures
0,118.0,tt0445336,Det Danske Filminstitut
1,2928.0,tt0445336,Style Jam
2,3221.0,tt0445336,Sveriges Television (SVT)
3,5358.0,tt0445336,Canal+
4,6916.0,tt0445336,Arte France Cinéma
5,7446.0,tt0445336,Svenska Filminstitutet (SFI)
6,8555.0,tt0445336,Nordisk Film- & TV-Fond
7,10946.0,tt0445336,WDR/Arte
8,17636.0,tt0445336,Studio 24
9,38957.0,tt0445336,4 1/2 Film
10,56584.0,tt0445336,Eurimages Council of Europe
11,94782.0,tt0445336,Posthus Teatret
0,2741.0,tt0756683,Falling Sky Entertainment
0,3520.0,tt0856052,Tube Pictures
0,33.0,tt0063060,Universal Pictures
0,44.0,tt0891527,Cruise/Wagner Productions
1,60.0,tt0891527,United Artists
2,316.0,tt0891527,Wildwood Enterprises
3,1683.0,tt0891527,Andell Entertainment
4,8411.0,tt0891527,Metro-Goldwyn-Mayer (MGM)
5,21911.0,tt0891527,Brat Na Pont Productions
0,1885.0,tt0486583,Silver Pictures
1,6194.0,tt0486583,Warner Bros.
2,53061.0,tt0486583,Jessie Nelson Productions
3,53062.0,tt0486583,David Dobkin Productions
0,4.0,tt0442933,Paramount Pictures
1,2265.0,tt0442933,Shangri-La Entertainment
2,11395.0,tt0442933,ImageMovers
3,24955.0,tt0442933,Paramount Animation
0,771.0,tt0457419,Mandate Pictures
1,1811.0,tt0457419,FilmColony
2,10221.0,tt0457419,Walden Media
3,11576.0,tt0457419,Ontario Media Development Corporation (OMDC)
4,66078.0,tt0457419,Gang of Two Productions
0,12.0,tt0484740,New Line Cinema
1,2053.0,tt0484740,Grosvenor Park Media Ltd.
0,33.0,tt0405336,Universal Pictures
1,769.0,tt0405336,Destination Films
2,810.0,tt0405336,Persistent Entertainment
3,856.0,tt0405336,Wild Bunch
4,8848.0,tt0405336,MHF Zweite Academy Film
5,11278.0,tt0405336,Inferno Distribution
6,12622.0,tt0405336,Darko Entertainment
7,87783.0,tt0405336,Eden Roc Productions
8,95289.0,tt0405336,Cherry Road Films
9,95290.0,tt0405336,Academy Film
0,20072.0,tt0283337,Epidemic Films
0,2277.0,tt0065391,Antiteater-X-Film
0,3947.0,tt0044789,Associated Players & Producers
0,4350.0,tt0113264,Atlantis Films
0,2393.0,tt0494199,Peace Arch Entertainment Group
0,2030.0,tt0988102,Participant Productions
1,3314.0,tt0988102,Crescendo Productions
2,14163.0,tt0988102,Mandalay Independent Pictures
0,35430.0,tt0027087,Paul Malvern Productions
0,2772.0,tt0878695,The Lab Of Madness
0,1474.0,tt0780608,Desperate Pictures
1,10039.0,tt0780608,Anonymous Content
2,37829.0,tt0780608,ApolloProMovie & Co. 3. Filmproduktion
0,5120.0,tt0488478,Mosfilm
1,5847.0,tt0488478,venezia 64
0,2652.0,tt0995829,Pyramide Films
0,6152.0,tt0044072,Deputy Corporation
0,3982.0,tt0884328,Darkwoods Productions
1,7405.0,tt0884328,Dimension Films
0,2.0,tt0461770,Walt Disney Pictures
1,1894.0,tt0461770,Josephson Entertainment
2,8908.0,tt0461770,Andalasia Productions
3,8909.0,tt0461770,Right Coast Productions
0,306.0,tt0465494,Twentieth Century Fox Film Corporation
1,444.0,tt0465494,Dune Entertainment
2,867.0,tt0465494,Anka Film
3,6896.0,tt0465494,EuropaCorp
4,11746.0,tt0465494,Daybreak Productions
5,11747.0,tt0465494,Prime Universe Productions
0,3287.0,tt0937375,Screen Gems
0,491.0,tt0804516,Summit Entertainment
0,2343.0,tt1024943,Red Chillies Entertainment
0,308.0,tt0211933,The Weinstein Company
1,547.0,tt0211933,Open City Films
2,2152.0,tt0211933,GreeneStreet Films
0,12.0,tt0385752,New Line Cinema
1,289.0,tt0385752,Ingenious Film Partners
2,1473.0,tt0385752,Depth of Field
3,1938.0,tt0385752,Scholastic Productions
0,79.0,tt0480249,Village Roadshow Pictures
1,333.0,tt0480249,Original Film
2,433.0,tt0480249,Weed Road Pictures
3,6194.0,tt0480249,Warner Bros.
4,7364.0,tt0480249,Heyday Films
5,12485.0,tt0480249,Overbrook Entertainment
0,444.0,tt0952640,Dune Entertainment
1,508.0,tt0952640,Regency Enterprises
2,711.0,tt0952640,Fox 2000 Pictures
3,10930.0,tt0952640,Bagdasarian Productions
0,1556.0,tt0471711,20th Century Fox Television
1,29500.0,tt0471711,The Curiosity Company
0,258.0,tt0757361,Scott Rudin Productions
0,1205.0,tt0368794,Endgame Entertainment
1,1208.0,tt0368794,Rising Star
2,1422.0,tt0368794,Killer Films
3,1512.0,tt0368794,John Wells Productions
4,2506.0,tt0368794,Dreamachine
5,7416.0,tt0368794,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)
6,14737.0,tt0368794,Grey Water Park Productions
7,17594.0,tt0368794,John Goldwyn Productions
8,72153.0,tt0368794,Wells Productions
0,10786.0,tt0103805,Capitole Films
1,62072.0,tt0103805,Polar Entertainment Corporation
0,4.0,tt0034182,Paramount Pictures
0,28447.0,tt0277327,B & C Filmproduktion
1,28448.0,tt0277327,Cascadeur Filmproduktion GmbH
0,43.0,tt0775529,Fox Searchlight Pictures
1,2361.0,tt0775529,Ad Hominem Enterprises
2,10059.0,tt0775529,This Is That Productions
3,23105.0,tt0775529,Lone Star Film Group
4,67504.0,tt0775529,Savage Productions
0,306.0,tt0804555,Twentieth Century Fox Film Corporation
1,491.0,tt0804555,Summit Entertainment
2,9078.0,tt0804555,Constantin Film.
0,856.0,tt0464141,Wild Bunch
1,1182.0,tt0464141,Telecinco
2,2674.0,tt0464141,Telecinco Cinema
3,6778.0,tt0464141,Televisió de Catalunya TV3
4,11649.0,tt0464141,Esta Vivo! Laboratorio de Nuevos Talentos
5,11650.0,tt0464141,Grupo Rodar
6,11651.0,tt0464141,Rodar y Rodar Cine y Televisión
7,11652.0,tt0464141,Warner Bros. Pictures de España
0,659.0,tt0034272,London Film Productions
1,4167.0,tt0034272,Alexander Korda Films
0,43.0,tt0467406,Fox Searchlight Pictures
1,771.0,tt0467406,Mandate Pictures
0,773.0,tt0438859,Film Afrika
0,5070.0,tt0051093,Shôchiku Eiga
0,539.0,tt0765120,Block 2 Pictures
1,540.0,tt0765120,Jet Tone Production
2,694.0,tt0765120,StudioCanal
3,839.0,tt0765120,Lou Yi Inc.
0,249.0,tt0064816,Société Nouvelle de Cinématographie
1,1818.0,tt0064816,Tritone Cinematografica
0,2649.0,tt0413879,New Real Films
1,11054.0,tt0413879,First Look International
2,55639.0,tt0413879,Cake Productions Inc.
0,4824.0,tt0411269,Taurus Entertainment Company
0,328.0,tt0381392,TLA Releasing
1,2665.0,tt0381392,Amour Fou Filmproduktion
2,6584.0,tt0381392,Gemini Films
3,11143.0,tt0381392,Madragoa Filmes
0,5729.0,tt0396190,Audley Films LLP
1,34337.0,tt0396190,Moviefan Scandinavia A/S
2,34338.0,tt0396190,Number 9 Films
0,4414.0,tt0775438,FBN Productions
0,3097.0,tt0937237,HDNet Films
1,22884.0,tt0937237,The Film Farm
0,10369.0,tt0912580,Break Thru Films
1,57208.0,tt0912580,3 Generations
2,57209.0,tt0912580,Global Grassroots
0,856.0,tt0425236,Wild Bunch
1,11258.0,tt0425236,Central Films
2,11990.0,tt0425236,Associated Film
3,11991.0,tt0425236,De Nigris Productions
4,11992.0,tt0425236,Surreel
0,17049.0,tt0825232,Two Ton Films
1,70994.0,tt0825232,Zadan / Meron Productions
2,86256.0,tt0825232,Reiner / Greisman Productions
0,6194.0,tt0036641,Warner Bros.
0,27.0,tt0419887,DreamWorks SKG
1,384.0,tt0419887,MacDonald/Parkes Productions
2,737.0,tt0419887,Sidney Kimmel Entertainment
3,1522.0,tt0419887,Neal Street Productions
4,2269.0,tt0419887,China Film Co-Production Corporation
5,2299.0,tt0419887,Wonderland Films
6,6735.0,tt0419887,Participant Media
7,11392.0,tt0419887,Ebeling Group
8,11553.0,tt0419887,Beijing Happy Pictures Cultural Communications Co.
9,29031.0,tt0419887,Kite Runner Holdings
0,29716.0,tt0070085,TOEI Company
0,851.0,tt0443844,MEDIA Programme of the European Union
1,2643.0,tt0443844,Maïa Films
2,6916.0,tt0443844,Arte France Cinéma
3,18367.0,tt0443844,Centre National de la Cinématographie (CNC)
0,3121.0,tt0810823,Stan Winston Productions
1,3539.0,tt0810823,Odyssey Entertainment
2,8719.0,tt0810823,Isle of Man Film Commission
3,18361.0,tt0810823,SWFX
0,13399.0,tt0013556,Douglas Fairbanks Pictures
0,152.0,tt0489664,Icon Productions
1,212.0,tt0489664,Infinity Features Entertainment
2,597.0,tt0489664,Irish Dreamtime
3,4564.0,tt0489664,Icon Entertainment International
4,8582.0,tt0489664,Canadian Film or Video Production Tax Credit (CPTC)
5,11567.0,tt0489664,Province of British Columbia Film Incentive BC
6,11568.0,tt0489664,Butterfly Productions
7,11569.0,tt0489664,Chum Television
0,1679.0,tt0058564,Lux Film
1,11994.0,tt0058564,Ultra Film
2,12111.0,tt0058564,Vides Cinematografica
0,2582.0,tt0479289,Et Cetera Films
1,2583.0,tt0479289,Two Roads Entertainment
2,2584.0,tt0479289,Fillmore
0,23928.0,tt0443527,San Francisco Independent Cinema
1,52166.0,tt0443527,Industrial City Films
0,2335.0,tt0101595,Film 4
1,9210.0,tt0101595,Film Four International
2,36003.0,tt0101595,Beambright
0,10138.0,tt0473356,Double Nickel Entertainment
1,34997.0,tt0473356,Templar Films
2,34999.0,tt0473356,Bauer Martinez Studios
3,54840.0,tt0473356,Gibraltar Films
4,67319.0,tt0473356,Lucky 50 Productions
0,777.0,tt0448154,Future Film Group
1,11912.0,tt0448154,Mikado Film
2,21138.0,tt0448154,DeA Planeta Home Entertainment
3,68655.0,tt0448154,Feelmax
4,68656.0,tt0448154,Carolina Films
0,3561.0,tt0477139,No Matter Pictures
0,7429.0,tt0759612,HBO Films
1,14063.0,tt0759612,Granada Television
2,15276.0,tt0759612,Channel 4 Television Corporation
0,4273.0,tt0460721,Four Act Films
0,6194.0,tt0408236,Warner Bros.
1,7293.0,tt0408236,DreamWorks Pictures
