,id,imdb_id,production_company
0,1221.0,tt0040335,Gainsborough Pictures
0,2650.0,tt0040761,Ealing Studios
0,1221.0,tt0041247,Gainsborough Pictures
1,13580.0,tt0041247,Sydney Box Productions
0,2650.0,tt0043772,Ealing Studios
0,2650.0,tt0042851,Ealing Studios
1,14377.0,tt0042851,J. Arthur Rank Organisation
0,306.0,tt0043288,Twentieth Century Fox Film Corporation
0,78244.0,tt0043721,Ross-Stillman Productions Inc.
0,15871.0,tt0047797,London Independent Producers
0,364.0,tt0047813,The Rank Organisation
0,659.0,tt0049369,London Film Productions
1,3632.0,tt0049369,Romulus Films
2,14069.0,tt0049369,Hope Enterprises
3,14687.0,tt0049369,Remus
0,8411.0,tt0050649,Metro-Goldwyn-Mayer (MGM)
0,364.0,tt0052780,The Rank Organisation
0,4913.0,tt0055875,Independent Artists
0,4.0,tt0062534,Paramount Pictures
1,1805.0,tt0062534,Francos Films
2,6028.0,tt0062534,Kenwood Productions
3,81374.0,tt0062534,Films du Quadrangle
0,4579.0,tt0065243,Tigon British Film Productions
0,264.0,tt1567437,Studio Babelsberg
1,6667.0,tt1567437,Mandalay Vision
2,8532.0,tt1567437,1984 Private Defense Contractors
0,5120.0,tt0058022,Mosfilm
0,5120.0,tt0066400,Mosfilm
0,5120.0,tt0086149,Mosfilm
0,364.0,tt0079094,The Rank Organisation
1,21347.0,tt0079094,Peter Shaw Productions
0,8600.0,tt2992220,Electric City Entertainment
0,80088.0,tt1517238,Carousel Films
0,21216.0,tt2345525,Art & Industry
0,52257.0,tt1705134,Clay Bros. Motion Pictures
0,4.0,tt0061052,Paramount Pictures
0,9027.0,tt3072182,Hallmark Hall of Fame Productions
0,7625.0,tt3068192,Automatik Entertainment
1,10588.0,tt3068192,Colony Pictures
0,6841.0,tt2215113,KMBO
0,5120.0,tt0091364,Mosfilm
0,429.0,tt0472219,DC Comics
1,2785.0,tt0472219,Warner Bros. Animation
0,7894.0,tt0068248,Arena Productions
0,898.0,tt0070012,Lorimar Productions
0,17955.0,tt0085601,El Pico S.A.
1,38918.0,tt0085601,Laguna Productions
0,15913.0,tt0053889,Associated British Picture Corporation (ABPC)
0,2073.0,tt1834303,Kadokawa Pictures
0,85028.0,tt3302820,First Spark Media
1,85029.0,tt3302820,A.U.M. Films
0,53076.0,tt1778931,Revelin Studios
1,53077.0,tt1778931,Wonderspun
0,1957.0,tt0074881,Warner Bros. Television
1,23950.0,tt0074881,Andrew J. Fenady Productions
0,33.0,tt0058998,Universal Pictures
0,8411.0,tt0067112,Metro-Goldwyn-Mayer (MGM)
0,51992.0,tt0087889,Alan C. Fox
0,789.0,tt2452254,Pallas Film
1,22587.0,tt2452254,CAB Productions
2,32289.0,tt2452254,C.G. Cinema
0,20658.0,tt1274586,TinRes Entertainment
1,40541.0,tt1274586,Over Under Media
0,3146.0,tt0098415,Starway International Inc.
1,8411.0,tt0098415,Metro-Goldwyn-Mayer (MGM)
0,5574.0,tt2527186,Modernciné
0,37130.0,tt2781516,Echolands Creative Group
0,3747.0,tt1319716,Studio 18
1,7620.0,tt1319716,Bend It Films
2,7621.0,tt1319716,Indian Film Company
0,22913.0,tt2781832,Metrodome Distribution
0,3768.0,tt1865393,Off Hollywood Pictures
1,14406.0,tt1865393,Ambush Entertainment
2,23921.0,tt1865393,Circle of Confusion
0,6950.0,tt2072220,Pegasus Motion Pictures
0,22060.0,tt0091428,D & B Films Co. Ltd.
0,4867.0,tt0100586,Full Moon Entertainment
0,819.0,tt1235853,Mars Films
1,5358.0,tt1235853,Canal+
2,6301.0,tt1235853,CinéCinéma
3,10572.0,tt1235853,Ce Qui Me Meut Motion Pictures
4,10947.0,tt1235853,ARD Degeto Film
5,12036.0,tt1235853,La Banque Postale Image 3
6,12103.0,tt1235853,Origami Films
7,12400.0,tt1235853,Soficinéma 5
8,76911.0,tt1235853,Région Poitou-Charentes
9,76912.0,tt1235853,Département de la Charente
0,3302.0,tt0072791,Harbor Productions
1,5798.0,tt0072791,Shaw Brothers
2,6194.0,tt0072791,Warner Bros.
0,13346.0,tt2722780,Fandor
0,1644.0,tt0117238,Largo Entertainment
0,78321.0,tt0315488,Playcraft Film Unit
0,4234.0,tt2308733,Original Pictures
1,6529.0,tt2308733,Fox Television Studios
2,11715.0,tt2308733,Manitoba Film and Video Production Tax Credit
0,5120.0,tt0083465,Mosfilm
0,2394.0,tt2543702,Artina Films
1,19369.0,tt2543702,Procinvest Sas
2,24277.0,tt2543702,PalmStar Entertainment
3,39707.0,tt2543702,The Bridge Finance Company
4,39708.0,tt2543702,Mirabelle Pictures
0,4207.0,tt1925518,Sahamongkolfilm Co.
0,288.0,tt2078552,BBC Films
1,1522.0,tt2078552,Neal Street Productions
2,4186.0,tt2078552,Quickfire Films
3,7437.0,tt2078552,IM Global
4,9987.0,tt2078552,Lipsync Productions
5,20267.0,tt2078552,Red Production Company
0,17561.0,tt1781812,Foresight Features
0,3398.0,tt0102585,FNM Films
1,3399.0,tt0102585,Harvey Bernhard Productions
0,27593.0,tt2328813,Lenfilm Studio
1,69586.0,tt2328813,Sever Studio
2,69587.0,tt2328813,Kanal Russia 1
0,2873.0,tt0415167,Echo Bridge Entertainment
0,83348.0,tt0098375,Black Owl Productions
1,83349.0,tt0098375,VOSC
0,1097.0,tt0276580,Sky Pictures
0,27450.0,tt1216491,The Combine
1,27451.0,tt1216491,Bluegrass Films
0,3127.0,tt2188717,Screen Media Ventures
1,12671.0,tt2188717,Chiller Films
2,23761.0,tt2188717,Synthetic Cinema International
3,45084.0,tt2188717,Flavorlab
4,45085.0,tt2188717,Synthetic Productions
0,6339.0,tt2330933,Solar Films inc.
0,53.0,tt0069442,Les Films du Carrosse
1,23531.0,tt0069442,Columbia Films
0,5120.0,tt0050820,Mosfilm
1,15186.0,tt0050820,Naya Sansar
0,4169.0,tt0455115,Kanzaman
0,33130.0,tt0058541,Sallah Company
0,15287.0,tt1570101,Respect Films
1,15288.0,tt1570101,Sequart
0,29671.0,tt3204392,Ennet Co.
1,29672.0,tt3204392,Dwango
0,10342.0,tt0803038,Studio Ghibli
0,4530.0,tt0060143,Estela Films
1,7855.0,tt0060143,B.R.C. Produzione S.r.l.
0,4745.0,tt0078288,Produzioni Atlas Consorziate (P.A.C.)
0,8146.0,tt0063379,Splendid Film
1,12767.0,tt0063379,PAC
0,83486.0,tt0075115,European Inc.
0,4811.0,tt1814614,Warner Premiere
0,19485.0,tt0069753,14 Luglio Cinematografica
1,34038.0,tt0069753,Productions Simone Allouche
0,4786.0,tt0148615,Midia Cinematografica
0,1447.0,tt0075740,Supercine
0,15324.0,tt0194268,Primex Italiana
0,33.0,tt0972785,Universal Pictures
1,919.0,tt0972785,Beacon Communications
0,12778.0,tt0067565,Rizzoli Film
0,9244.0,tt0067487,Phoenix Cinematografica
0,12767.0,tt0078336,PAC
1,17619.0,tt0078336,Atlas Film
0,12771.0,tt0076531,Salaria Film
1,47612.0,tt0076531,Dimitri Dimitriadis Film
0,73663.0,tt0075766,Rekord Films
0,75075.0,tt0072966,Comma 9
0,1701.0,tt0188082,Dania Film
0,10000.0,tt0072123,Compagnia Cinematografica Champion
0,33.0,tt3699508,Universal Pictures
1,7188.0,tt3699508,UFO International Productions
2,17009.0,tt3699508,Universal 1440 Entertainment
0,7584.0,tt2130270,Screen Australia
1,38205.0,tt2130270,4Cows
2,38206.0,tt2130270,Cherub Films
0,18880.0,tt0106543,Showtime Networks
0,1444.0,tt0093964,Cannon Group
0,17027.0,tt0034841,National Film Board of Canada (NFB)
0,17027.0,tt0037566,National Film Board of Canada (NFB)
0,306.0,tt3486392,Twentieth Century Fox Film Corporation
1,10339.0,tt3486392,WWE Studios
0,1092.0,tt1839642,Mockingbird Pictures
0,6.0,tt0040331,RKO Radio Pictures
0,893.0,tt0044579,Stanley Kramer Productions
0,428.0,tt0065693,Talía Films
1,53918.0,tt0065693,MGB Cinematografica
0,11.0,tt2310332,WingNut Films
1,12.0,tt2310332,New Line Cinema
2,174.0,tt2310332,Warner Bros. Pictures
3,7413.0,tt2310332,3Foot7
4,8411.0,tt2310332,Metro-Goldwyn-Mayer (MGM)
0,516.0,tt0062443,Seven Arts Productions
1,1314.0,tt0062443,Hammer Film Productions
0,81.0,tt1020072,Plan B Entertainment
1,3298.0,tt1020072,Harpo Films
2,3573.0,tt1020072,Celador Films
3,6708.0,tt1020072,Cloud Eight Films
4,7981.0,tt1020072,Pathé
0,923.0,tt1809398,Legendary Pictures
1,36390.0,tt1809398,3 Arts Entertainment
2,39443.0,tt1809398,Jolie Pas
0,245.0,tt2261331,Cowboy Films
1,9349.0,tt2261331,Film4
2,10146.0,tt2261331,Focus Features
0,8411.0,tt0039031,Metro-Goldwyn-Mayer (MGM)
0,21733.0,tt2567038,Double Edge Films
0,9244.0,tt0068444,Phoenix Cinematografica
1,9245.0,tt0068444,Romano Film
2,88865.0,tt0068444,Traian Boeru
0,365.0,tt0094317,Nelson Entertainment
1,500.0,tt0094317,Goldcrest Films International
2,3453.0,tt0094317,Umbrella Films
3,12659.0,tt0094317,Power Tower Investments
0,1242.0,tt0105175,Reteitalia
1,4087.0,tt0105175,Titanus Produzione
0,64.0,tt0072448,Les Productions Artistes Associés
1,10523.0,tt0072448,Mondial Televisione Film
0,1701.0,tt0072349,Dania Film
0,1216.0,tt0072348,Dino de Laurentiis Cinematografica
1,23531.0,tt0072348,Columbia Films
0,37660.0,tt0067084,Eyecatcher
0,4780.0,tt0065185,Hesperia Films S.A.
1,8485.0,tt0065185,Ultra Film - Sicila Cinematografica
0,1787.0,tt0066098,Central Cinema Company Film
1,6397.0,tt0066098,Filmes Cinematografica
2,13624.0,tt0066098,La Lombard Filmes Cinematografica
0,1650.0,tt0062712,PECF
1,11994.0,tt0062712,Ultra Film
2,32584.0,tt0062712,Rhein Main
0,1131.0,tt0060903,Rizzoli Films
1,1428.0,tt0060903,Balcázar Producciones Cinematográficas
2,10539.0,tt0060903,Produzione Cinematografica Mediterranee
0,1428.0,tt0059601,Balcázar Producciones Cinematográficas
1,9219.0,tt0059601,Produzioni Cinematografiche Mediterranee (PCM)
0,1131.0,tt0061870,Rizzoli Films
1,1428.0,tt0061870,Balcázar Producciones Cinematográficas
2,10458.0,tt0061870,Mediterranee P.C.
3,10459.0,tt0061870,Méditerranée Cinéma
0,1088.0,tt2652092,Alcon Entertainment
1,33680.0,tt2652092,Blue Sky Films
2,33681.0,tt2652092,Black Label Media
0,3653.0,tt0403935,Eros International
0,70839.0,tt2526846,Double Windsor Films
0,10330.0,tt0052393,Universal International Pictures (UI)
0,3245.0,tt0021551,First National Pictures
0,5218.0,tt2392385,Imprint Entertainment
0,6304.0,tt0065441,Robert Wise Productions
1,7698.0,tt0065441,National General Pictures
0,24312.0,tt0082193,Lupo-Anthony-Quintano Productions
0,39.0,tt0412796,Docurama
0,5645.0,tt1981637,Talkback Thames
1,64091.0,tt1981637,Hillbilly Television
0,35.0,tt0435665,Lions Gate Films
0,28348.0,tt0907305,Quasar Pictures
0,14343.0,tt0088116,Stein Film
1,75484.0,tt0088116,Earls
2,75485.0,tt0088116,MAG
3,75486.0,tt0088116,Selim Picture Associates
0,3164.0,tt2735760,BBC Worldwide
0,7801.0,tt0841128,Herold and Family
1,7802.0,tt0841128,Lawrence Pictures
0,4022.0,tt2139555,Wonderland Sound and Vision
1,10255.0,tt2139555,Voltage Pictures
0,955.0,tt0285595,Nikkatsu
0,51151.0,tt0197256,The Business (New York)
0,14563.0,tt0839739,Maysles Films
0,4579.0,tt0069464,Tigon British Film Productions
1,13759.0,tt0069464,Univista Productions
0,3092.0,tt2122518,Les Films Manuel Munz
0,4.0,tt0021969,Paramount Pictures
0,5842.0,tt0091975,Sandollar Productions
0,20643.0,tt2017486,Mandragora Movies
1,36299.0,tt2017486,Agresywna Banda
2,66146.0,tt2017486,Denis Friedman Productions
0,686.0,tt3659786,Tiger Aspect Productions
1,6622.0,tt3659786,BRITISH BROADCASTING CORPORATION
2,32806.0,tt3659786,Fifty Fathoms Productions
0,306.0,tt0038965,Twentieth Century Fox Film Corporation
0,14628.0,tt2298394,Bethsabée Mucho
1,39430.0,tt2298394,Disruptive Films
0,1311.0,tt3797142,The Asylum
0,33805.0,tt1487931,Triggerfish Animation
0,34519.0,tt2326554,SpectreVision
1,51192.0,tt2326554,Black Light District
2,51193.0,tt2326554,Say Ahh Productions
3,51194.0,tt2326554,Logan Pictures
0,5023.0,tt1286159,Alliance Vivafilm
0,13313.0,tt2833074,Go Films
0,2785.0,tt1599351,Warner Bros. Animation
0,806.0,tt3612616,Téléfilm Canada
1,11578.0,tt3612616,Super Écran
2,13311.0,tt3612616,SODEC
3,13839.0,tt3612616,Metafilms
0,6735.0,tt2937898,Participant Media
1,6736.0,tt2937898,Imagenation Abu Dhabi FZ
2,7493.0,tt2937898,FilmNation Entertainment
3,14861.0,tt2937898,Before the Door Pictures
4,14862.0,tt2937898,Washington Square Films
5,41077.0,tt2937898,A24
6,53656.0,tt2937898,Old Bull Pictures
0,43.0,tt2305051,Fox Searchlight Pictures
1,15829.0,tt2305051,Pacific Standard
2,93542.0,tt2305051,bob industries
0,803.0,tt0271884,Alliance Atlantis Communications
0,5388.0,tt0426138,Sony Pictures Home Entertainment
0,3282.0,tt0464799,Larry Levinson Productions
1,4056.0,tt0464799,Hallmark Entertainment
2,6355.0,tt0464799,Silverstar Ltd.
0,70.0,tt0115392,American Zoetrope
0,4.0,tt2784678,Paramount Pictures
1,10351.0,tt2784678,IAC Film
2,24021.0,tt2784678,Jax Media
0,8858.0,tt3823690,NetFlix
0,17027.0,tt0039376,National Film Board of Canada (NFB)
0,17027.0,tt0033865,National Film Board of Canada (NFB)
0,17027.0,tt0032271,National Film Board of Canada (NFB)
0,8135.0,tt1816597,Anchor Bay
0,17027.0,tt0045028,National Film Board of Canada (NFB)
0,11745.0,tt0044958,Office national du film du Canada (ONF)
1,17027.0,tt0044958,National Film Board of Canada (NFB)
0,10473.0,tt0055227,National Film Board of Canada
0,10473.0,tt0056185,National Film Board of Canada
0,10473.0,tt0059471,National Film Board of Canada
0,17027.0,tt0041169,National Film Board of Canada (NFB)
0,10473.0,tt0067813,National Film Board of Canada
0,1314.0,tt0069318,Hammer Film Productions
0,122.0,tt3003800,Coop 99
1,20691.0,tt3003800,Essential Filmproduktion GmbH
2,48467.0,tt3003800,Amour Fou Luxembourg
0,25795.0,tt2275946,Wellington Films
1,41314.0,tt2275946,Kinokultas
0,19733.0,tt1572306,WindowLight Pictures
1,70142.0,tt1572306,EchoWolf Productions
2,70143.0,tt1572306,Engine Film Group
3,70144.0,tt1572306,Last Stop
0,4946.0,tt0058512,Lippert Pictures
0,308.0,tt1126590,The Weinstein Company
1,2293.0,tt1126590,Silverwood Films
2,8600.0,tt1126590,Electric City Entertainment
3,8601.0,tt1126590,Tim Burton Productions
0,2.0,tt2180411,Walt Disney Pictures
1,2527.0,tt2180411,Marc Platt Productions
2,17021.0,tt2180411,Lucamar Productions
0,10519.0,tt0075260,Cinemaster S.r.l.
0,10519.0,tt0078312,Cinemaster S.r.l.
0,641.0,tt0077130,Titanus
0,10519.0,tt0078802,Cinemaster S.r.l.
0,4986.0,tt0082256,Intercapital
0,4986.0,tt0161389,Intercapital
0,17955.0,tt0083715,El Pico S.A.
0,1429.0,tt0090601,Italian International Film
0,1353.0,tt0196931,Hanna-Barbera Productions
0,4.0,tt3179568,Paramount Pictures
1,32157.0,tt3179568,Right of Way Films
0,17027.0,tt0203725,National Film Board of Canada (NFB)
0,955.0,tt2409300,Nikkatsu
1,12142.0,tt2409300,XYZ Films
2,26218.0,tt2409300,Guerilla Merah Films
0,8179.0,tt0299040,Taurus Produktion
0,68884.0,tt3696720,Blumhouse Television
1,76782.0,tt3696720,Sea to Sky Entertainment
2,88463.0,tt3696720,Levens
0,5.0,tt2788710,Columbia Pictures
1,16615.0,tt2788710,Point Grey Pictures
0,6194.0,tt0065726,Warner Bros.
1,52354.0,tt0065726,Cine Vesta Associates
0,306.0,tt2802144,Twentieth Century Fox Film Corporation
1,5374.0,tt2802144,Marv Films
2,22213.0,tt2802144,TSG Entertainment
3,78995.0,tt2802144,Cloudy Productions
0,6438.0,tt2622122,Muse Entertainment Enterprises
1,41629.0,tt2622122,Nitelite Entertainment
0,2699.0,tt1664662,Caviar Films
1,29326.0,tt1664662,Dutch Filmworks
0,6318.0,tt0070444,Brut Productions
1,32665.0,tt0070444,Nightwatch Films
0,306.0,tt2692250,Twentieth Century Fox Film Corporation
1,436.0,tt2692250,1492 Pictures
2,2575.0,tt2692250,21 Laps Entertainment
3,20478.0,tt2692250,Moving Picture Company (MPC)
4,22213.0,tt2692250,TSG Entertainment
0,16323.0,tt0077977,20th Century Fox Television
1,57712.0,tt0077977,d'Angelo-Bullock-Allen Productions
0,44296.0,tt0130709,Hermic Films
0,4369.0,tt1343740,Legacy Filmworks
1,13240.0,tt1343740,Bron Studios
2,39698.0,tt1343740,American World Pictures (AWP)
3,55446.0,tt1343740,Arcana Studio
0,38995.0,tt2118775,Beijing Starlit Movie and TV Culture
0,15156.0,tt0865482,The Collective
1,78262.0,tt0865482,Clyde TV
2,78268.0,tt0865482,Enliven Entertainment
0,32200.0,tt2184287,Marwood Pictures
1,32201.0,tt2184287,CrossDay Productions Ltd.
2,32202.0,tt2184287,Apart Films
0,19237.0,tt1411249,Von Zerneck Sertner Films
1,20358.0,tt1411249,RHI Entertainment
2,36904.0,tt1411249,Patricia Clifford Productions
0,48612.0,tt1109583,Pocketbook Productions
1,48613.0,tt1109583,Waterfront Pictures
0,7437.0,tt2107861,IM Global
1,10393.0,tt2107861,Vertigo Films
0,19160.0,tt0030722,Les Films Marcel Pagnol
0,4.0,tt0027357,Paramount Pictures
1,10096.0,tt0027357,Walter Wanger Productions
0,2352.0,tt3002578,Frisbeefilms
0,3846.0,tt2437548,Epoch Films
1,60302.0,tt2437548,RC Pictures
0,8532.0,tt2280378,1984 Private Defense Contractors
0,1757.0,tt2314824,Mad Chance
1,25462.0,tt2314824,Starboard Entertainment
0,6644.0,tt2609758,Lions Gate
0,1115.0,tt3019796,M6 Films
1,2927.0,tt3019796,Fidélité Films
2,32328.0,tt3019796,Saint Sébastien Froissart
0,8411.0,tt0066543,Metro-Goldwyn-Mayer (MGM)
1,13646.0,tt0066543,Jerry Gershwin-Elliott Kastner
0,5755.0,tt0058475,Constantin Film Produktion
1,10481.0,tt0058475,Jolly Film
2,10482.0,tt0058475,Trio Films
0,41796.0,tt0182996,JBF
0,5117.0,tt1065106,Bad Monkey Productions
1,27259.0,tt1065106,Hill's Production Services
0,45725.0,tt0030368,Metro-Goldwyn-Mayer
0,10473.0,tt0222664,National Film Board of Canada
0,35.0,tt2320073,Lions Gate Films
0,3578.0,tt1654829,UGC Distribution
0,311.0,tt1594503,Procirep
1,1666.0,tt1594503,Rhône-Alpes Cinéma
2,2908.0,tt1594503,Mars Distribution
3,4176.0,tt1594503,Nord-Ouest Productions
4,5358.0,tt1594503,Canal+
5,5381.0,tt1594503,Backup Films
6,6301.0,tt1594503,CinéCinéma
7,7454.0,tt1594503,France Télévision
8,7466.0,tt1594503,Radio Télévision Belge Francophone (RTBF)
9,11773.0,tt1594503,Artémis Productions
10,11921.0,tt1594503,Le Tax Shelter du Gouvernement Fédéral de Belgique
11,12392.0,tt1594503,Région Rhône-Alpes
12,15671.0,tt1594503,France 2 Cinéma
13,18367.0,tt1594503,Centre National de la Cinématographie (CNC)
14,20897.0,tt1594503,Uni Étoile 7
15,20898.0,tt1594503,Cinémage 4
0,2943.0,tt1018830,GO Productions
0,2966.0,tt2353767,Paradox Spillefilm A/S
1,8288.0,tt2353767,Zentropa International Sweden
2,16076.0,tt2353767,Newgrange Pictures
0,441.0,tt0067359,Columbia Pictures Corporation
1,2102.0,tt0067359,Frankovich Productions
2,15753.0,tt0067359,Sujac Productions
0,5996.0,tt0349747,BBC
0,35.0,tt1787759,Lions Gate Films
0,17.0,tt0154263,Warner Bros. Entertainment
0,4382.0,tt1567215,Asylum Entertainment
1,6438.0,tt1567215,Muse Entertainment Enterprises
0,38018.0,tt4045488,Veit Helmer Filmproduktion
0,32292.0,tt1091207,Leonine Verse
0,11860.0,tt2072025,Barnholtz Entertainment
1,13912.0,tt2072025,ARO Entertainment
0,4758.0,tt1388371,Box Office Spectaculars
0,7954.0,tt0115701,Filmwerks
1,40702.0,tt0115701,Cruel Stories Inc.
0,5445.0,tt0052676,Beaconsfield Productions
1,10265.0,tt0052676,Peter Rogers Productions
0,10265.0,tt0053699,Peter Rogers Productions
0,4313.0,tt0122571,AVRO Television
1,11619.0,tt0122571,Belgische Radio en Televisie (BRT)
0,6194.0,tt0031212,Warner Bros.
0,13282.0,tt0097176,21st Century Film Corporation
0,36786.0,tt2106577,iDiC Entertainment
0,306.0,tt0045682,Twentieth Century Fox Film Corporation
0,4006.0,tt0044586,Two Cities Films
0,6194.0,tt0034707,Warner Bros.
0,441.0,tt0037678,Columbia Pictures Corporation
0,306.0,tt0053800,Twentieth Century Fox Film Corporation
1,641.0,tt0053800,Titanus
2,12240.0,tt0053800,Galatea Film
0,1602.0,tt0069713,Les Productions Fox Europa
1,1818.0,tt0069713,Tritone Cinematografica
2,7863.0,tt0069713,Mundial Film
0,5623.0,tt1674772,Haddock Films S.R.L.
1,7680.0,tt1674772,Tornasol Films
0,6194.0,tt0023993,Warner Bros.
1,9329.0,tt0023993,The Vitaphone Corporation
0,17157.0,tt1409798,FunHouse Features
1,17158.0,tt1409798,Nunsuch Pictures
2,17159.0,tt1409798,Cas-Mor Productions
3,17160.0,tt1409798,Gallery Films
0,3631.0,tt1322306,Filmax
0,2185.0,tt0071537,National Cinematografica
0,4928.0,tt0052793,Allied Artists Pictures
1,6181.0,tt0052793,Svensk Filmindustri (SF)
2,10940.0,tt0052793,Mardi Gras Productions Inc.
0,10663.0,tt0106852,Flashback Entertainment
0,54712.0,tt1043756,CinemaLab
0,8858.0,tt3441700,NetFlix
0,46177.0,tt2396436,Thirteen Disciples
0,86925.0,tt0968294,Stormheart Oy
0,923.0,tt1121096,Legendary Pictures
1,3528.0,tt1121096,Thunder Road Pictures
2,13444.0,tt1121096,Outlaw Sinema
3,20478.0,tt1121096,Moving Picture Company (MPC)
4,40112.0,tt1121096,Pendle Mountain Productions
5,40890.0,tt1121096,China Film Co.
0,5120.0,tt0064268,Mosfilm
0,5120.0,tt0060549,Mosfilm
0,2064.0,tt0311210,Lietuvos Kinostudija
1,57340.0,tt0311210,Ardent Productions
2,57341.0,tt0311210,Contenders Only
3,57342.0,tt0311210,Cypress Point Productions
0,1370.0,tt0439771,Castel Film Romania
1,7405.0,tt0439771,Dimension Films
0,2674.0,tt2403961,Telecinco Cinema
1,2875.0,tt2403961,Ikiru Films
2,16268.0,tt2403961,El Toro Productions
0,2266.0,tt3663040,Bold Films
0,3623.0,tt1852040,Kazakhfilm Studios
0,15479.0,tt1680051,Scream HQ
1,20319.0,tt1680051,Social Construct
0,6560.0,tt0116897,Le Monde Entertainment
1,6561.0,tt0116897,", Planet Productions"
2,6562.0,tt0116897,Planet Productions
0,2683.0,tt2378191,Rai Cinema
1,17517.0,tt2378191,One More Pictures
0,6766.0,tt1753422,Tom Cat Films
0,23418.0,tt1470022,Black & Blue Films
1,70833.0,tt1470022,"Fyzz Factory, The"
2,70834.0,tt1470022,Size 9 Productions
0,1500.0,tt0066924,"Copercines, Cooperativa Cinematográfica"
1,9152.0,tt0066924,Devon Film
0,6345.0,tt3320502,Lighthouse Pictures
1,38870.0,tt3320502,Craig Anderson Productions
2,95801.0,tt3320502,Let it Snow Productions
0,2865.0,tt0480008,Insight Film Studios
1,3737.0,tt0480008,Maverick Productions
0,20235.0,tt1886644,New Horizons Picture
0,7320.0,tt3788052,Telefilm Canada
1,32185.0,tt3788052,Bell Media
0,1818.0,tt0071139,Tritone Cinematografica
0,25570.0,tt2937752,BBC Drama Productions
0,1743.0,tt0039344,Films Sacha Gordine
0,42136.0,tt2076844,Moxie Firecracker Films
0,8411.0,tt0016832,Metro-Goldwyn-Mayer (MGM)
0,635.0,tt1872101,Les Films Alain Sarde
1,7396.0,tt1872101,Pathe
0,8411.0,tt0044608,Metro-Goldwyn-Mayer (MGM)
0,3635.0,tt0129924,20th Century Fox Home Entertainment
1,5490.0,tt0129924,CBS Films
2,25646.0,tt0129924,Buena Vista International
0,8411.0,tt0039377,Metro-Goldwyn-Mayer (MGM)
0,306.0,tt0074529,Twentieth Century Fox Film Corporation
1,26015.0,tt0074529,Santa Fe Productions
0,7608.0,tt2226285,Eyeworks Film
0,4313.0,tt0279231,AVRO Television
1,30636.0,tt0279231,Bos Bros. Film & TV Productions
0,9152.0,tt0065422,Devon Film
1,9213.0,tt0065422,Astro C.C.
2,10533.0,tt0065422,General Sanjuro 29
0,1701.0,tt0070111,Dania Film
0,1701.0,tt0070393,Dania Film
1,10000.0,tt0070393,Compagnia Cinematografica Champion
2,10526.0,tt0070393,Champion
0,1701.0,tt0071331,Dania Film
1,15868.0,tt0071331,Medusa Distribuzione
0,1501.0,tt0075083,Flora Film
1,1701.0,tt0075083,Dania Film
2,15868.0,tt0075083,Medusa Distribuzione
0,1701.0,tt0073406,Dania Film
0,9152.0,tt0076360,Devon Film
1,11984.0,tt0076360,Intes Corporation
0,1701.0,tt0077945,Dania Film
1,15868.0,tt0077945,Medusa Distribuzione
0,1701.0,tt0081467,Dania Film
1,15868.0,tt0081467,Medusa Distribuzione
0,1701.0,tt0079156,Dania Film
1,1702.0,tt0079156,Medusa Produzione
0,1701.0,tt0084506,Dania Film
0,1701.0,tt0083585,Dania Film
1,15868.0,tt0083585,Medusa Distribuzione
2,89871.0,tt0083585,Publikampas
0,1701.0,tt0091166,Dania Film
1,2185.0,tt0091166,National Cinematografica
2,15868.0,tt0091166,Medusa Distribuzione
0,1701.0,tt1073654,Dania Film
1,2694.0,tt1073654,VIP Media
2,3112.0,tt1073654,Rodeo Drive
3,6246.0,tt1073654,Medusa Film
4,19079.0,tt1073654,Sky
0,901.0,tt0114417,Carlton Film Export
1,3649.0,tt0114417,Central
2,7783.0,tt0114417,Celtic Films Entertainment
0,5171.0,tt0114416,Carlton Television
0,7783.0,tt0114418,Celtic Films Entertainment
1,17196.0,tt0114418,Carlton Films
0,3649.0,tt0108107,Central
1,7782.0,tt0108107,Picture Palace
2,7783.0,tt0108107,Celtic Films Entertainment
0,410.0,tt0020230,Sovkino
0,39328.0,tt2980708,Lost Rhino Films
0,5798.0,tt0060163,Shaw Brothers
0,3495.0,tt2611626,Steamroller Productions
1,10255.0,tt2611626,Voltage Pictures
0,14319.0,tt0910885,Sycamore Pictures
0,23749.0,tt2505294,Decipher Entertainment
1,23750.0,tt2505294,Presque Isle Films
2,23751.0,tt2505294,LA Publicity
3,23752.0,tt2505294,Tait Productions
0,43977.0,tt0105410,Still Silent Films Inc.
0,12120.0,tt0053241,Cinematográfica Calderón S.A.
0,1180.0,tt0099072,La Générale d'Images
1,5869.0,tt0099072,Les Productions Lazennec
2,16804.0,tt0099072,France 3 Cinema
0,42205.0,tt2368833,Black Valley Films
0,4.0,tt0091053,Paramount Pictures
0,5137.0,tt1420771,WVG Medien GmbH
1,8146.0,tt1420771,Splendid Film
0,4978.0,tt0026361,Gaumont British Picture Corporation
0,89251.0,tt0918628,Whiskers Post Production
1,89252.0,tt0918628,Arokaria
2,89253.0,tt0918628,Full On Film Productions
0,219.0,tt0061669,The Mirisch Corporation
0,2265.0,tt2403883,Shangri-La Entertainment
1,5295.0,tt2403883,Gato Negro Films
0,863.0,tt2514338,Mantarraya Producciones
1,7395.0,tt2514338,Les films du Worso
2,39338.0,tt2514338,Massive
3,39339.0,tt2514338,4L
